Category,Message,Message Traduit
ham,How come u got nothing to do?,Fa maninona ianao no tsy misy atao?
ham,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love,Tsy hisy ho mora mihitsy. Fa aza mitady antony tsy hanaovana risque ny fiainana sy ny fitiavana
ham,i want to grasp your pretty booty :),Tiako ny hahazo ny babo tsara tarehy :)
ham,I've got it down to a tea. not sure which flavour,Nataoko tamin'ny dite. tsy azo antoka izay tsirony
ham,I'm going 2 orchard now laready me reaching soon. U reaching?,Mandeha tany am-boankazo 2 aho izao efa ho tonga tsy ho ela. Tonga ve ianao?
ham,Dear i am not denying your words please,"Ry malala, tsy mandà ny teninao aho azafady"
ham,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm,Fantatrao ny Dom taloha nolazaiko taminao omaly? Roger no anarany? Nifandray tamiko izy omaly hariva ary te hihaona aminy aho anio amin'ny 2 ora
ham,COME BACK TO TAMPA FFFFUUUUUUU,MIVERINA ATO TAMPA FFFFUUUUUUU
ham,"2 celebrate my bday, y else?","2 ankalazao ny androko, raha tsy izany?"
ham,Merry christmas to u too annie!,Mirary krismasy sambatra ho anao koa annie!
ham,Please tell me you have some of that special stock you were talking about,Mba lazao amiko fa manana ny sasany amin'ireo tahiry manokana noresahinao ianao
ham,I sent them. Do you like?,Naniraka azy ireo aho. tianao ve?
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ","Urgent UR dia nanome fitsangatsanganana maimaim-poana tany EuroDisinc Trav, Aco&Entry41 Na £1000. Raha mangataka txt DIS amin'ny 87121 18+6*£1,50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
ham,"Awesome, be there in a minute","Mahafinaritra, tongava ao anatin'ny iray minitra"
ham,"And that is the problem. You walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.","Ary izay no olana. Mandeha eny amin'ny ""julianaland"" ianao nefa tsy mahita ny zava-mitranga manodidina anao. Mitovy foana no lazaiko ary miditra amin'ny sofiny iray izy ireo ary mivoaka amin'ny sofiny hafa, raha mandeha manao izay tianao hatao ianao. Tsy hoe tsy hainao ny antony mahatezitra ahy--fa tsy mihaino ianao rehefa miteny aminao aho hoe INONA no mahatezitra ahy. Dia te ho gaga ianao rehefa tezitra aho."
ham,I've told you everything will stop. Just dont let her get dehydrated.,Efa nolazaiko taminareo fa hijanona ny zava-drehetra. Aza avela ho dehydrate izy.
ham,Or I guess  &lt;#&gt;  min,Na heveriko fa <#> min
ham,I'm home. Ard wat time will u reach?,Ato an-trano aho. Ary amin'ny firy no ho tonga?
ham,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@","Hafatra mifofofofo: Rehefa manainga ny telefaona ianao dia miteny hoe ""HELLO"" Fantatrao ve ny tena dikan'ny hoe HELLO?? . . . d anaram-bavy io..! . . . Eny.. Ary fantatrao hoe iza ilay tovovavy?? ""Margaret Hello"" Izy dia tovovavy avy amin'i Grahmbell izay namorona telefaonina... . . . . Moral:Afaka mahazo anaran'olona ny olona iray, fa tsy ny zanany vavy... G o o d n i g h t . . .@"
ham,"If you want to mapquest it or something look up ""usf dogwood drive"", that's the tiny street where the parking lot is","Raha te-hahita izany ianao na zavatra iray dia jereo ny ""usf dogwood drive"", izay ilay arabe kely misy ny parking."
ham,Aight should I just plan to come up later tonight?,Aight tokony hieritreritra ny ho avy aho rahampitso hariva?
ham,Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...,Maty... voafafako tsy nahy ny e msg ataoko hoe 2 no apetraka ao anaty arsiva e sim. Haiz... Tena malahelo aho...
spam,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send ""go stop"" to 89123","Tongasoa eto UK-mobile-date ity hafatra ity dia MAIMAIM-POANA manome anao antso an-tariby maimaim-poana amin'ny 08719839835. Ny mgs ho avy dia voaloa amin'ny 150p isan'andro. Mba hanafoanana dia mandefa ""mandeha mijanona"" amin'ny 89123"
ham,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.,Mirary tontolo andro mahafinaritra ho anao ity. Nolazain'i Moji tamiko ny tolotrao ary toy ny mahazatra aho dia tsy nahateny. Manome anao mora foana ny manao ezaka be amin'ny anaran'ny ahy sy ny mahazendana azy. Zoma ho avy izao ny fanadinako. Aorian'izay dia hifandray bebe kokoa aho. Miala tsiny.
ham,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.","Misaotra indray tamin'ny valin-teninao androany. Rahoviana no hidiranao ny visa. Ary mbola mividy ny gucci sy ny kitapo ianao. Tsy mora ny zavatra anabaviko, manana ny faktiorany koa i dadatoa john ka tena mila mieritreritra ny fomba hahazoana vola aho. Taty aoriana sha."
ham,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?","Miala tsiny fa diso aho halina, tena latsaka an-katerena ny mpiray efitra amiko, inona no ataonao anio alina?"
ham,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.,Lazainy fa tsara tarehy aho sady mando volo lava. Heveriko anefa fa fohy 4 me leh izy.
ham,Ranjith cal drpd Deeraj and deepak 5min hold,Ranjith cal drpd Deeraj ary naharitra 5 minitra
ham,CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X,MIARAKA HO AN'I CALLIN BABE.SOZI CULDNT RESABE FA TE ILAINA ANAO NY DETAIL ANAREO ATY AORINA REHEFA NAHAZO TSARA X
ham,Hey u still at the gym?,Hey mbola any amin'ny gym ianao?
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,","Hoy izy: 'Tsy maninona ve raha miditra ao amin'ny efitrano fatoriana aho mandritra ny iray minitra? '' 'OK'', nijery tamin'ny toe-po sexy aho. Tara 5 minitra izy vao nivoaka nitondra mofomamy...n Ny Vadiko,"
ham,Much better now thanks lol,Tsara kokoa izao misaotra lol
ham,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.","Tsy misy na inona na inona, sms u n xy lor. Miala tsiny ry zalahy fa tsy mahita anao manokana izy ireo fa toa mahafantatra anao. Noho izany dia te hihaona amin'izy ireo ianao ary anontanio ahy 2 hitondra anao miaraka amin'ny fivoriana manaraka."
ham,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester","Mba fantaro hoe rahoviana aho no afaka mitsambikina sy maka, afaka aho amin'ny ankapobeny amin'ny fotoana rehetra aorian'ny 1 mandritra ity semester ity"
ham,Wa... U so efficient... Gee... Thanx...,Wa... Tena mahomby ianao... Gee... Thanx...
spam,3. You have received your mobile content. Enjoy,3. Nahazo ny atiny finday ianao. ANKAFIZO
ham,S but not able to sleep.,S fa tsy afaka matory.
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min,Te hanao SEX mazava ao anatin'ny 30 segondra? Ring 02073162414 izao! Vidiny 20p/min
ham,We will meet soon princess! Ttyl!,Hihaona tsy ho ela andriambavy! TTYL!
ham,I'll pick you up at about 5.15pm to go to taunton if you still want to come.,Ho alaiko ianao amin'ny 5h15 hariva ho any taunton raha mbola te ho avy ianao.
ham,Oh :-)only 4 outside players allowed to play know,Oh :-)mpilalao ivelany 4 ihany no navela hilalao
ham,I anything lor.,Na inona na inona aho.
ham,Erutupalam thandiyachu,Erutupalam thandiyachu
ham,"Y cant u try new invention to fly..i'm not joking.,","Tsy afaka manandrana zava-baovao ianao hanidina..tsy mivazivazy aho.,"
ham,No..its ful of song lyrics..,Tsia..feno tononkira..
ham,"What do u reckon as need 2 arrange transport if u can't do it, thanks","Inona no heverinao fa ilaina 2 mandamina fitaterana raha tsy vitanao izany, misaotra"
ham,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.,Ny tena fitiavana sy fiahiana dia tsy ho fantatra. na dia misy aza manao fahadisoana matetika rehefa manome lanja izany. fa ho undrstnd indray mandeha izy ireo rehefa manomboka tsy mahita izany.
ham,Shopping? Eh ger i toking abt syd leh...Haha,Miantsena? Eh ger i toking abt south leh...Haha
ham,What not under standing.,Inona no tsy mijoro.
ham,have * good weekend.,Mirary faran'ny herinandro tsara.
ham,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.,Miss call miss call khelate kintu mpanohitra miss call dhorte lage. Izany d fitsipika. Mandresy ny iray manana telefaona manana kalitao tsara.
ham,Call me when you get the chance plz &lt;3,Antsoy aho rehefa mahazo ny fotoana ianao plz <3
ham,The new deus ex game comin early next yr,Ny lalao deus ex vaovao ho avy amin'ny fiandohan'ny taona ho avy
ham,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7,Ny solosaiko dia nendasina fotsiny ny hany ampahany tena ilaina tsy tazoninay satria ny mpiara-mianatra amiko vendrana be dia be namela ilay zavatra mandeha feno <#> /7
ham,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!","Ry namako, mianatra any Warwick izy, efa nikasa ny handeha hiantsena sy hanao concert tmw izahay, saingy mety ho foana izany, tsy hita efa ela, eny, tokony hiaraka isika indray mandeha!"
ham,Probably a couple hours tops,Mety ho adiny roa ambony
ham,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",LOL .. *grins* .. tsy zaza aho fa misaotra nieritreritra ahy!
ham,Man this bus is so so so slow. I think you're gonna get there before me,Ralehilahy ity fiara fitateram-bahoaka ity dia miadana be. Heveriko fa ho tonga eo alohako ianao
ham,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.,Manantena fa hihaona aminao mitsiky ity lahatsoratra ity. Raha tsy izany dia avelao ity lahatsoratra ity hanome anao antony hitsiky. Mirary tontolo andro mahafinaritra.
ham,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade","Raha sendra mifoha ianao manontany tena hoe aiza aho dia hadinoko fa tsy maintsy mikarakara zavatra ho an'i renibe anio aho, tokony hatao alohan'ny matso"
ham,Ok,Ok
spam,"Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+","Nokia Mobile na iPod MP3 Player farany + £ 400 azo antoka! Valio miaraka amin'ny: MANANDRESY amin'ny 83355 izao! Norcorp Ltd.£1,50/Mtmsgrcvd18+"
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE","SERVIS SMS. ho an'ny crédit amin'ny lahatsoratra misy anao, azafady mandehana www.comuk.net login= 3qxj9 miala amin'ny STOP, tsy misy sarany fanampiny. fanampiana 08702840625.COMUK. 220-CM2 9AE"
ham,Nvm take ur time.,Nvm maka fotoana.
ham,So wat's da decision?,Dia inona no fanapahan-kevitra?
ham,Wot is u up 2 then bitch?,Aiza ianao no lasa 2 avy eo ry bitch?
ham,Stupid.its not possible,Adala.tsy azo atao
ham,She told to hr that he want posting in chennai:)because i'm working here:),Nolazainy tamin'i hr fa te handefa any chennai izy :) satria miasa eto aho :)
spam,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a,Klioban'ny finday: Mifidiana izay entana tsara indrindra ho an'ny findainao. 7cfca1a
ham,When are you guys leaving?,Rahoviana ianareo no handeha?
ham,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ü got a lot of work ar?,Tsy mimenomenona izy fa malahelo aho lor... Hee... Mividiana tmr lor aft lunch. Saingy mbola mihaona amin'ny 4 sakafo atoandro tmr a tsy. Neva heno fr ry zareo lei. Ü nahazo asa be ar?
ham,Not able to do anything.,Tsy afaka manao na inona na inona.
ham,Ü takin linear algebra today?,Inona no algebra linear androany?
ham,This weekend is fine (an excuse not to do too much decorating),Tsara ity faran'ny herinandro ity (fomba tsy hanaovana haingo be loatra)
ham,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*",Miala tsiny fa nalahelo anao aho. Nifoha aho ary natory tao. Manantena aho fa mankafy ny lesona mitondra fiara ianao ry boytoy. Malahelo anao koa aho ... *oroka maneso*
ham,Now project pa. After that only i can come.,Projet pa. Aorian'izay dia izaho ihany no afaka tonga.
spam,Money i have won wining number 946 wot do i do next,Ny vola azoko tamin'ny isa 946 wot no hataoko manaraka
ham,"Sure, whenever you show the fuck up &gt;:(","Mazava ho azy, isaky ny mampiseho ny fuck ianao > :("
ham,That was random saw my old roomate on campus. He graduated,Sendra nahita ilay mpiray efitra tamiko taloha tao amin'ny campus. Nahazo diplaoma izy
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm","Arahabaina! 2 finday 3G Videophones R anao. antsoy ny 09061744553 izao! video chat miaraka amin'ny namana, milalao lalao java, mozika Dload polyH, fanofana an-tserasera. bx420. ip4. 5 izahay. 150 hariva"
ham,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....","Ny lehilahy dia mila vady tsara tarehy, manan-tsaina, miahy, be fitiavana, mahay manitsy, miara-miasa. Ny vady tokana ihany anefa no azon’ny lalàna...."
ham,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?,Mampalahelo izany. Ka inona no nomaninao ho an'ny valentine anao? Izaho no yo valentine anao sa tsy izany?
ham,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho","Vao nahazo ampahany Nottingham - 3 ora 63miles. Soa ihany fa tiako loatra ny vadiko, fa 40mph fotsiny no ataoko. Hey ho"
ham,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not,Inona no eritreretina tsy misy miteny mazava. Ok tsy mila manontany azy. Handeha aho na ho avy izy na tsia
ham,Hi good mornin.. Thanku wish u d same..,Salama daholo.. Misaotra anao koa..
ham,DO U WANT 2 MEET UP 2MORRO,TIANAO 2 HIHAONA 2MORRO
ham,Actually I decided I was too hungry so I haven't left yet :V,Raha ny tena izy dia nanapa-kevitra aho fa noana loatra ka tsy mbola niala:V
ham,I've sent ü my part..,Nalefako ny anjarako..
ham,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.,Satria nandeha niantsena niaraka tamin'i Darren jus aho izao ary niantso azy 2 anontanio ny fanomezana ho azy. Avy eo izy dia nanomboka naminavina hoe iza aho raha nahafantatra an'i darren lor izy tamin'ny farany.
spam,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec £1.50ea. OTBox 731 LA1 7WS. )","mila akoho aho! Lasa ny vadiko, mila lehilahy tena izy 2 mahafa-po ahy. Txt VADY amin'ny 89938 raha tsy misy hetsika. (Txt STOP 2 farany, txt rec £1.50ea. OTBox 731 LA1 7WS. )"
ham,Understand. his loss is my gain :) so do you work? School?,Fantaro. ny fahavoazany no tombony ho ahy :) ka miasa ve ianao? Sekoly?
ham,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx,MANAO AHOANA ENAO? Nalahelo anao aho! TSY NITRATRA 2 BE DAHOLO DAHOLO DAHOLO NY FIVAVAHANA TE 2 GO BAK 2 COLLEGE! MAMPALAHELO VE?xx
ham,"Hiya, probably coming home * weekend after next","Hiya, mety hody * faran'ny herinandro aorian'ny manaraka"
ham,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.,Aza adino anefa fa tiako ianao .... Ary mandeha eo anilanao aho. Miambina anao sy manafana ny fonao.
ham,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.,Enga anie mba ho hafa ny zavatra. Manontany tena aho hoe rahoviana aho no afaka mampiseho aminao ny halehiben'ny hasarobidiko anao. Pls tohizo ny fandehanana haingana tsy misy zava-mahadomelina raha tsy manontany ahy azafady ary mitadiava zavatra ihomehezana. Tena tiako ianao.
ham,Ok both our days. So what are you making for dinner tonite? Am I invited?,Ok ny andronay roa. Dia inona no ataonao ho an'ny tonite hariva? Asaina ve aho?
spam,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,Serivisy vaovao Gr8 - resaka video firaisana ara-nofo mivantana amin'ny vahoakanao - jereo mivantana amin'ny findainao ireo tovovavy maloto indrindra sexy indrindra - tsipiriany 4 amin'ny 89070 manafoana mandefa STOP amin'ny 89070
ham,I have no money 4 steve mate! !,tsy manam-bola aho 4 steve mate! !
ham,IM LATE TELLMISS IM ON MY WAY,TARA TELLMISS AHO
ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,Aza omena tsiny na oviana na oviana eo amin'ny fiainanao. Ny andro tsara dia manome anao fahasambarana. Ny andro ratsy dia manome traikefa anao. Samy ilaina amin'ny fiainana! Fitahian'Andriamanitra daholo! salama.:
ham,Normally i use to drink more water daily:),Matetika aho no misotro rano bebe kokoa isan'andro :)
ham,Dare i ask... Any luck with sorting out the car?,Sahy manontany aho ... Misy vintana amin'ny fandaminana ny fiara?
ham,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more","Any amin'ny toerana misy ahy ao amin'ny usf ny fety, tsy misy sarany (fa raha afaka mandray anjara amin'ny fomba rehetra ianao dia ankasitrahana tokoa) ary eny, nahazo toerana iray hafa izahay"
ham,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).","Urgh, mafana mpanazatra, fofona tavy! Misaotra indray, indrindra ho an'ny duvet (fa tsy teny lahatsoratra vinavina)."
ham,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?,Hiya. Nanao ahoana ny omaly hariva? Naditra aho ary nividy akanjo ary kely dia kely ... Vonona hiantsena bebe kokoa tho! Karazana fotoana inona no tianao hihaonana?
spam,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,FreeMsg Salama zaza wow vao nahazo cam moby vaovao. Te C sary mafana? na mila resaka?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv
ham,I've been trying to reach him without success,Niezaka nanatona azy aho nefa tsy nahomby
ham,when you and derek done with class?,rehefa vita ny kilasy nareo sy derek?
ham,Never y lei... I v lazy... Got wat? Dat day ü send me da url cant work one...,Tsy mbola y lei... Izaho v kamo... Nahazo wat? Androany ü andefaso ahy ny url iray tsy afaka miasa...
ham,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL,Aza miezaka samirery handray ny vesatry ny ranomaso mivoaka avy ao am-ponao ka milatsaka amin'ny masonao... Tsarovy mandrakariva fa misy NAMANA ADALA eto hizara... BSLVYL
ham,Hey mate. Spoke to the mag people. We‘re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later.,Hey ry namana. Niresaka tamin'ny olona mag. Eo izahay.  aterina amin'ny faran'ny volana ny entana. Manao livraison ny 24 sept. Resaho aty aoriana.
ham,Hope you are having a good week. Just checking in,Manantena fa manana herinandro tsara ianao. Misoratra anarana fotsiny
ham,"Haha, my friend tyler literally just asked if you could get him a dubsack","Haha, tyler namako ara-bakiteny vao nanontany raha afaka mahazo dubsack ho azy ianao"
ham,Hey! do u fancy meetin me at 4 at cha  hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x,Hey! tianao ve ny hihaona amiko amin'ny 4 amin'ny cha manana zava-pisotro kely amiko. raha tsy txt na antsoy aho dia afaka mihaona isika l8r. tena reraka niditra t@ 3 v.pist ;) love Pete x x x
ham,Great. Have a safe trip. Dont panic surrender all.,Mahafinaritra. Manaova dia soa aman-tsara. Aza taitra mitolo-batana daholo.
ham,"SYMPTOMS when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your","SYMPTOMS rehefa raiki-pitia ianao: ""1.Tiako ny mihaino hira 2.Mijanona eo amin'ny toerana ahitanao ny anaran'ny olon-tianao 3.Tsy tezitra ianao rehefa"
ham,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...,Masoandro ah... Sao mba misy zavatra azoko atao... Tsy maintsy mamandrika lesona aho... Eny amin'ny orchard mrt u noe hor i E pilates...
ham,Try to do something dear. You read something for exams,Miezaha hanao zavatra malala. Mamaky zavatra ho an'ny fanadinana ianao
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear","Zava-mahatalanjona 7 ao amin'ny TONTOLOKO faha-7 Anao faha-6 fomba Ur 5. Tsikitsiky Ur faha-4 Toetra maha-3 Ur Nature Faha-2 Ur SMS ary voalohany ""Ur Lovely Friendship""... tsara maraina malala"
ham,Gettin rdy to ship comp,Miomana handefa comp
ham,I am in hospital da. . I will return home in evening,Ao amin'ny hopitaly aho. . Hody aho ny hariva
ham,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),MIRESAKA NY PISS dia OLONA TANTARA ANAO FA IZANY NO IZANY.
ham,Think + da. You wil do.,Eritrereto + toy ny. Hanao ianao.
ham,I'm awake oh. What's up.,nifoha aho oh. Inona ny malaza.
ham,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,Bonsoir ry boytoy. Ahoana ny fandehan'ny mandeha etsy sy eroa isan'andro ? Nahazo an'io abstract police io ve ianao? Mbola any ivelany ve ianao? Mifoha aho ary malahelo anao ry zaza
ham,How much u trying to get?,Ohatrinona no tadiavinao?
ham,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",Tongava <DECIMAL> pm vikky..efa any ivelany aho izao fa ho avy aho amin'izay fotoana izay
ham,Tell me again what your address is,Lazao ahy indray ny adiresinao
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",Hoy ny tantely: *Izaho no mamy indrindra eto amin'izao tontolo izao* Nihomehezan'Andriamanitra ka niteny hoe: *Andraso fa tsy mbola nihaona tamin'olona namaky an'ity hafatra ity ianao* MORAL: Na ANDRIAMANITRA aza dia mahay mivazivazy! GM+GN+GE+GN :)
ham,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,Tokony hividy blackberry bold 2 na fanilo ho azy aho. Tokony hividy azy vaovao ve aho na efa nampiasaina. Ampahafantaro ahy. Ankoatra izay dia lazainao ve fa tokony hividy ny <#> g wifi ipad aho. Ary inona no lazainao momba ny <#> g?
ham,But you were together so you should be thinkin about him,Saingy niaraka ianao ka tokony hieritreritra momba azy
ham,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,hiya manao ahoana izany any afrika masoandro? Manantena aho fa hahita fotoana tsara ianao. omeo oroka be avy amiko io volafotsy tranainy be io.
ham,At WHAT TIME should i come tomorrow,Amin'ny FOTOANA firy aho no tokony ho tonga rahampitso
spam,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,Te hihomehezana ve ianao? Andramo ny CHIT-CHAT amin'ny findainao izao! Midira amin'ny alàlan'ny txt amin'ny teny: CHAT ary alefaso any amin'ny No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd
ham,"CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE ","TENA MANDRAKIZAY IZANY ZAKALY SEKOLY,PROBPOP IN & SATTHEN HUNNY 4BREKKIE! TIA JEN XXX. PSXTRA LRG PARIONS 4 ME"
ham,Omg how did u know what I ate?,Omg ahoana no nahafantaranao izay nohaniko?
spam,URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50,MAIKA! Ity no andrana fanindroany hifandraisana amin'ny U!Nandresy £1000ANTSO ianao 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max £7. 50
ham,:( but your not here....,:( fa tsy eto ianao....
ham,Not directly behind... Abt 4 rows behind ü...,Tsy ao ambadika mivantana... Abt 4 andalana ao ambadika ü...
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,Arahabaina ianao nahazo voucher CD 500 na fanomezana 125 azo antoka & fidirana maimaim-poana 2 100 isan-kerinandro misintona txt MUSIC amin'ny 87066
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records","Efa 11 Mnths ve ny fifanarahana amin'ny findainao? Motorola farany, Nokia sns. MAIMAIMPOANA daholo! Indroa Mins & Text amin'ny karama Orange. TEXT YES ho an'ny antso miverina, tsia esorina amin'ny rakitra"
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+","Maika! antsoy ny 09066350750 amin'ny telefaoninao. Ny fialan-tsasatra Ibiza 4* maimaim-poana na vola 10,000 miandry ny fanangonana SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+"
ham,No plans yet. What are you doing ?,Tsy mbola misy drafitra. Manao inona ianao ?
ham,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,Salama ....Nilamina ny fifaneraserako tamin'ny <#> ny volana manaraka. Fantatro fa tena manafintohina bt....hmm njan vilikkam....t ws al sudn;-(.
ham,Not course. Only maths one day one chapter with in one month we can finish.,Tsy mazava. Matematika iray andro toko iray ao anatin'ny iray volana ihany no vitantsika.
